Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,Domestic %,Foreign %
95,Fast & Furious 6,788679850,238679850,550000000,2013.csv,2013,0.30263211365169274,0.6973678863483073
96,Spider-Man 2,788618317,373585825,415032492,2004.csv,2004,0.4737219729072055,0.5262780270927945
97,Deadpool,782612155,363070709,419541446,2016.csv,2016,0.463921633059737,0.536078366940263
98,No Time to Die,774153007,160891007,613262000,2021.csv,2021,0.20782843384344046,0.7921715661565596
99,Guardians of the Galaxy,772776600,333176600,439600000,2014.csv,2014,0.4311421955581988,0.5688578044418011
100,The Batman,770836163,369345583,401490580,2022.csv,2022,0.4791492676764829,0.5208507323235171
101,2012,769679473,166112167,603567306,2009.csv,2009,0.21581992612137652,0.7841800738786235
102,The Da Vinci Code,760006945,217536138,542470807,2006.csv,2006,0.28622914491919543,0.7137708550808045
103,Fast & Furious Presents: Hobbs & Shaw,759056935,173956935,585100000,2019.csv,2019,0.22917508157671992,0.77082491842328
104,Maleficent,758410378,241410378,517000000,2014.csv,2014,0.31831101604466705,0.681688983955333
105,The Amazing Spider-Man,757930663,262030663,495900000,2012.csv,2012,0.34571851462354675,0.6542814853764533
106,The Hunger Games: Mockingjay - Part 1,755356711,337135885,418220826,2014.csv,2014,0.44632672231596815,0.5536732776840319
107,Shrek Forever After,752600867,238736787,513864080,2010.csv,2010,0.31721566831519477,0.6827843316848052
108,Madagascar 3: Europe's Most Wanted,746921274,216391482,530529792,2012.csv,2012,0.2897112313338661,0.7102887686661339
109,Suicide Squad,746846894,325100054,421746840,2016.csv,2016,0.43529678788488074,0.5647032121151193
110,X-Men: Days of Future Past,746045700,233921534,512124166,2014.csv,2014,0.3135485319465014,0.6864514680534985
111,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",745013115,291710957,453302158,2005.csv,2005,0.39155143866158654,0.6084485613384135
112,Monsters University,743559607,268492764,475066843,2013.csv,2013,0.3610911102114238,0.6389088897885762
113,The Matrix Reloaded,739412035,281576461,457835574,2003.csv,2003,0.3808113036731949,0.6191886963268052
114,Up,735099082,293004164,442094918,2009.csv,2009,0.3985913888000203,0.6014086111999797
115,Deadpool 2,734546611,318491426,416055185,2018.csv,2018,0.43358912998919275,0.5664108700108073
116,F9: The Fast Saga,726229501,173005945,553223556,2021.csv,2021,0.23822489276705933,0.7617751072329407
117,Ne Zha,726063471,3695533,722367938,2019.csv,2019,0.005089820859476899,0.9949101791405232
118,Gravity,723192705,274092705,449100000,2013.csv,2013,0.37900369169238235,0.6209963083076177
119,Captain America: The Winter Soldier,714421503,259766572,454654931,2014.csv,2014,0.3636040781376089,0.6363959218623911
120,The Twilight Saga: Breaking Dawn - Part 1,712205856,281287133,430918723,2011.csv,2011,0.394952008089077,0.6050479919109231
121,Dawn of the Planet of the Apes,710644566,208545589,502098977,2014.csv,2014,0.29345976734028806,0.7065402326597119
122,The Twilight Saga: New Moon,709827462,296623634,413203828,2009.csv,2009,0.4178813160655089,0.5821186839344911
123,Transformers,709709780,319246193,390463587,2007.csv,2007,0.44982639664342794,0.5501736033565721
124,The Amazing Spider-Man 2,708982323,202853933,506128390,2014.csv,2014,0.28611987410580336,0.7138801258941967
125,It,700381748,327481748,372900000,2017.csv,2017,0.4675760739555994,0.5324239260444006
126,The Wandering Earth,699856699,5971413,693885286,2019.csv,2019,0.008532336703402763,0.9914676632965972
127,The Twilight Saga: Eclipse,698491347,300531751,397959596,2010.csv,2010,0.4302583736946422,0.5697416263053579
128,Mission: Impossible - Ghost Protocol,694713380,209397903,485315477,2011.csv,2011,0.3014162516921727,0.6985837483078273
129,The Hunger Games,694394724,408010692,286384032,2012.csv,2012,0.5875774655223331,0.4124225344776669
130,Detective Chinatown 3,686257563,0,686257563,2021.csv,2021,0.0,1.0
131,Mission: Impossible - Rogue Nation,682714267,195042377,487671890,2015.csv,2015,0.2856866868434727,0.7143133131565274
132,Interstellar,677896797,188020017,489876780,2014.csv,2014,0.2773578778245798,0.7226421221754201
133,Doctor Strange,677718395,232641920,445076475,2016.csv,2016,0.3432722524817996,0.6567277475182004
134,The Sixth Sense,672806292,293506292,379300000,1999.csv,1999,0.43624189531212054,0.5637581046878795
135,Man of Steel,668045518,291045518,377000000,2013.csv,2013,0.4356671965577052,0.5643328034422948
136,Kung Fu Panda 2,665692281,165249063,500443218,2011.csv,2011,0.24823641150196843,0.7517635884980316
137,Ice Age: The Meltdown,660998756,195330621,465668135,2006.csv,2006,0.29550830349822926,0.7044916965017707
138,Justice League,657924295,229024295,428900000,2017.csv,2017,0.3481012887660578,0.6518987112339422
139,Big Hero 6,657827828,222527828,435300000,2014.csv,2014,0.33827670178769026,0.6617232982123098
140,Fantastic Beasts: The Crimes of Grindelwald,654855901,159555901,495300000,2018.csv,2018,0.24365039813545178,0.7563496018645482
141,Pirates of the Caribbean: The Curse of the Black Pearl,654264015,305413918,348850097,2003.csv,2003,0.4668053125312111,0.5331946874687888
142,The Hunger Games: Mockingjay - Part 2,653428261,281723902,371704359,2015.csv,2015,0.43114740946290353,0.5688525905370965
143,Star Wars: Episode II - Attack of the Clones,645256452,302191252,343065200,2002.csv,2002,0.4683273620331037,0.5316726379668963
144,Thor: The Dark World,644783140,206362140,438421000,2013.csv,2013,0.32004890822672566,0.6799510917732744
145,Moana,643331111,248757044,394574067,2016.csv,2016,0.38667031602642327,0.6133296839735767
146,Sing,634151679,270395425,363756254,2016.csv,2016,0.42638919670825315,0.5736108032917469
147,Kung Fu Panda,631744560,215434591,416309969,2008.csv,2008,0.3410153480387706,0.6589846519612294
148,The Incredibles,631442092,261441092,370001000,2004.csv,2004,0.4140381126192012,0.5859618873807988
149,The Martian,630161890,228433663,401728227,2015.csv,2015,0.36249996488997455,0.6375000351100255
150,Hancock,629443428,227946274,401497154,2008.csv,2008,0.3621394137425167,0.6378605862574833
151,Water Gate Bridge,626571280,117294,626453986,2022.csv,2022,0.00018719977079064332,0.9998128002292094
152,Fast Five,626137675,209837675,416300000,2011.csv,2011,0.33513024911014977,0.6648697508898502
153,Men in Black 3,624026776,179020854,445005922,2012.csv,2012,0.2868800841328001,0.7131199158671999
154,Iron Man 2,623933331,312433331,311500000,2010.csv,2010,0.5007479412892594,0.4992520587107407
155,Ratatouille,623726085,206445654,417280431,2007.csv,2007,0.3309876866862158,0.6690123133137842
156,Ant-Man and the Wasp,622674139,216648740,406025399,2018.csv,2018,0.3479327732285988,0.6520672267714012
157,How to Train Your Dragon 2,621537519,177002924,444534595,2014.csv,2014,0.2847823640393944,0.7152176359606056
158,Logan,619021436,226277068,392744368,2017.csv,2017,0.36553995522701094,0.6344600447729891
159,The Passion of the Christ,611486736,370274604,241212132,2004.csv,2004,0.6055317019991747,0.39446829800082533
160,Mamma Mia!,609841637,144130063,465711574,2008.csv,2008,0.23634014841790804,0.7636598515820919
161,Life of Pi,609016565,124987023,484029542,2012.csv,2012,0.20522762463776334,0.7947723753622367
162,Casino Royale,605999592,167445960,438553632,2006.csv,2006,0.27631365137948805,0.723686348620512
163,Transformers: The Last Knight,605425157,130168683,475256474,2017.csv,2017,0.21500375644284633,0.7849962435571537
164,Madagascar: Escape 2 Africa,603900354,180010950,423889404,2008.csv,2008,0.298080550553875,0.701919449446125
165,War of the Worlds,603873119,234280354,369592765,2005.csv,2005,0.38796287933459084,0.6120371206654092
166,Tangled,592461732,200821936,391639796,2010.csv,2010,0.33896186901738995,0.66103813098261
167,Quantum of Solace,589580482,168368427,421212055,2008.csv,2008,0.2855732714028345,0.7144267285971655
168,The Croods,587204668,187168425,400036243,2013.csv,2013,0.3187447838885368,0.6812552161114632
169,The Hangover Part II,586764305,254464305,332300000,2011.csv,2011,0.43367379854505633,0.5663262014549436
170,I Am Legend,585410052,256393010,329017042,2007.csv,2007,0.4379716561477834,0.5620283438522166
171,Iron Man,585366247,318604126,266762121,2008.csv,2008,0.5442816828487209,0.45571831715127914
172,Ready Player One,582890172,137690172,445200000,2018.csv,2018,0.23621975221774713,0.7637802477822528
173,Operation Red Sea,579330426,1543547,577786879,2018.csv,2018,0.0026643637736368433,0.9973356362263631
174,Night at the Museum,574480841,250863268,323617573,2006.csv,2006,0.43667821465259277,0.5633217853474073
175,Fifty Shades of Grey,569651467,166167230,403484237,2015.csv,2015,0.2916998193212763,0.7083001806787237
176,Kong: Skull Island,566652812,168052812,398600000,2017.csv,2017,0.29657103686975084,0.7034289631302492
177,The Smurfs,563749323,142614158,421135165,2011.csv,2011,0.2529744199799243,0.7470255800200757
178,Cars 2,559852396,191452396,368400000,2011.csv,2011,0.3419694143811434,0.6580305856188566
179,King Kong,556906378,218080025,338826353,2005.csv,2005,0.3915918969776999,0.6084081030223001
180,Puss in Boots,554987477,149260504,405726973,2011.csv,2011,0.26894391348581725,0.7310560865141827
181,The Mermaid,553810228,3232685,550577543,2016.csv,2016,0.005837170995693492,0.9941628290043065
182,The Day After Tomorrow,552639571,186740799,365898772,2004.csv,2004,0.3379070352528194,0.6620929647471806
183,Ted,549368315,218815487,330552828,2012.csv,2012,0.398303799155217,0.6016962008447829
184,American Sniper,547426372,350126372,197300000,2014.csv,2014,0.639586234621521,0.3604137653784791
185,Mission: Impossible II,546388108,215409889,330978219,2000.csv,2000,0.3942433699527004,0.6057566300472996
186,Detective Chinatown 2,544185156,1983984,542201172,2018.csv,2018,0.0036457885301083076,0.9963542114698917
187,X-Men: Apocalypse,543934105,155442489,388491616,2016.csv,2016,0.285774485495812,0.7142255145041879
188,Sherlock Holmes: A Game of Shadows,543848418,186848418,357000000,2011.csv,2011,0.3435670893134785,0.6564329106865214
189,Despicable Me,543113985,251513985,291600000,2010.csv,2010,0.4630961307321151,0.5369038692678849
190,Cinderella,542351353,201151353,341200000,2015.csv,2015,0.3708875286976559,0.6291124713023442
191,Madagascar,542063846,193595521,348468325,2005.csv,2005,0.35714523746341126,0.6428547625365887
192,World War Z,540007876,202359711,337648165,2013.csv,2013,0.37473473997997764,0.6252652600200224
193,Brave,538983207,237283207,301700000,2012.csv,2012,0.4402423005360907,0.5597576994639093
194,The Simpsons Movie,536414270,183135014,353279256,2007.csv,2007,0.34140593239624295,0.658594067603757
195,The Revenant,532950503,183637894,349312609,2015.csv,2015,0.34456838480552104,0.6554316151944789
196,The Meg,530243742,145443742,384800000,2018.csv,2018,0.2742960085703378,0.7257039914296621
197,Ralph Breaks the Internet,529323962,201091711,328232251,2018.csv,2018,0.3799029052835511,0.6200970947164489
198,"Monsters, Inc.",528773250,255873250,272900000,2001.csv,2001,0.48389976232723575,0.5161002376727643
199,Hotel Transylvania 3: Summer Vacation,528583774,167510016,361073758,2018.csv,2018,0.31690343941583043,0.6830965605841696
200,The Boss Baby,527965936,175003033,352962903,2017.csv,2017,0.331466522870521,0.6685334771294791
201,Dunkirk,525245546,188045546,337200000,2017.csv,2017,0.3580145465907482,0.6419854534092517
202,Godzilla,524976069,200676069,324300000,2014.csv,2014,0.38225755582013016,0.6177424441798699
203,Sherlock Holmes,524028679,209028679,315000000,2009.csv,2009,0.39888786125005193,0.6011121387499481
204,Meet the Fockers,522657936,279261160,243396776,2004.csv,2004,0.5343096139269183,0.46569038607308166
205,How to Train Your Dragon: The Hidden World,521799505,160799505,361000000,2019.csv,2019,0.3081633912243746,0.6918366087756255
206,WALL·E,521311860,223808164,297503696,2008.csv,2008,0.4293172305728859,0.5706827694271142
207,Kung Fu Panda 3,521170825,143528619,377642206,2016.csv,2016,0.2753964959569638,0.7246035040430362
208,Ant-Man,519311965,180202163,339109802,2015.csv,2015,0.3470017545234106,0.6529982454765894
209,The Grinch,511595957,270620950,240975007,2018.csv,2018,0.5289739809261237,0.4710260190738763
210,Venom: Let There Be Carnage,506863592,213550366,293313226,2021.csv,2021,0.42131723282267236,0.5786827671773277
211,Rio 2,498781117,131538435,367242682,2014.csv,2014,0.2637197570572825,0.7362802429427175
212,Troy,497409852,133378256,364031596,2004.csv,2004,0.268145585504004,0.731854414495996
213,How to Train Your Dragon,494878759,217581231,277297528,2010.csv,2010,0.4396657303289107,0.5603342696710892
214,Oz the Great and Powerful,493311825,234911825,258400000,2013.csv,2013,0.47619337930932426,0.5238066206906757
215,Clash of the Titans,493214993,163214888,330000105,2010.csv,2010,0.33092037005452507,0.6690796299454749
216,Maleficent: Mistress of Evil,491730089,113929605,377800484,2019.csv,2019,0.23169134358178353,0.7683086564182164
217,War for the Planet of the Apes,490719763,146880162,343839601,2017.csv,2017,0.2993157665019495,0.7006842334980505
218,Mr. & Mrs. Smith,487287646,186336279,300951367,2005.csv,2005,0.38239483502112015,0.6176051649788799
219,Toy Story 2,487059677,245852179,241207498,1999.csv,1999,0.5047680820434659,0.4952319179565341
220,Angels & Demons,485930816,133375846,352554970,2009.csv,2009,0.2744749697043293,0.7255250302956707
221,Teenage Mutant Ninja Turtles,485004754,191204754,293800000,2014.csv,2014,0.39423274189184543,0.6057672581081546
222,Bruce Almighty,484592874,242829261,241763613,2003.csv,2003,0.5010995291688916,0.49890047083110844
223,Shrek,484409218,267665011,216744207,2001.csv,2001,0.5525596975737155,0.4474403024262845
224,Rio,483866518,143619809,340246709,2011.csv,2011,0.29681700150205476,0.7031829984979453
225,Rise of the Planet of the Apes,481800873,176760185,305040688,2011.csv,2011,0.3668739408863628,0.6331260591136372
226,Charlie and the Chocolate Factory,474968763,206459076,268509687,2005.csv,2005,0.43467927173981336,0.5653207282601866
227,Hotel Transylvania 2,474800000,169700110,305099890,2015.csv,2015,0.3574138795282224,0.6425861204717775
228,San Andreas,473990832,155190832,318800000,2015.csv,2015,0.32741315131597315,0.6725868486840269
229,It Chapter Two,473093228,211593228,261500000,2019.csv,2019,0.44725482310222375,0.5527451768977762
230,Wreck-It Ralph,471222889,189422889,281800000,2012.csv,2012,0.40198151113156133,0.5980184888684387
231,Godzilla vs. Kong,470067014,100916094,369150920,2021.csv,2021,0.21468448326391182,0.7853155167360882
232,The Hangover,468812793,277322503,191490290,2009.csv,2009,0.5915420977003928,0.40845790229960727
233,The Lego Movie,468060692,257760692,210300000,2014.csv,2014,0.5506992926464331,0.44930070735356686
234,Bumblebee,467989645,127195589,340794056,2018.csv,2018,0.2717914602576303,0.7282085397423698
235,Star Trek Into Darkness,467365246,228778661,238586585,2013.csv,2013,0.4895072172311246,0.5104927827688753
236,The Matrix,463517383,171479930,292037453,1999.csv,1999,0.3699536118583928,0.6300463881416072
237,Cars,461983149,244082982,217900167,2006.csv,2006,0.5283374134496841,0.47166258655031595
238,The Eight Hundred,461421559,372755,461048804,2020.csv,2020,0.0008078404502985089,0.9991921595497015
239,Gladiator,460583960,187705427,272878533,2000.csv,2000,0.4075379155626696,0.5924620844373304
240,X-Men: The Last Stand,460435291,234362462,226072829,2006.csv,2006,0.5090019522417538,0.49099804775824624
241,National Treasure: Book of Secrets,459242249,219964115,239278134,2007.csv,2007,0.47897186175481865,0.5210281382451813
242,Lucy,458863600,126663600,332200000,2014.csv,2014,0.27603758502526676,0.7239624149747332
243,300,456068181,210614939,245453242,2007.csv,2007,0.4618058171438187,0.5381941828561814
244,The Last Samurai,454627263,111127263,343500000,2003.csv,2003,0.24443598535356645,0.7555640146464335
245,Demon Slayer the Movie: Mugen Train,453210959,49505008,403705951,2020.csv,2020,0.10923170990664416,0.8907682900933558
246,Dying to Survive,451176639,0,451176639,2018.csv,2018,0.0,1.0
247,Ocean's Eleven,450717150,183417150,267300000,2001.csv,2001,0.4069451317749946,0.5930548682250054
248,"My People, My Country",450064993,2356683,447708310,2019.csv,2019,0.005236317057878794,0.9947636829421213
249,Thor,449326618,181030624,268295994,2011.csv,2011,0.40289316668081304,0.597106833319187
250,Pearl Harbor,449220945,198542554,250678391,2001.csv,2001,0.44197083018914,0.55802916981086
251,Tarzan,448191819,171091819,277100000,1999.csv,1999,0.3817379339536762,0.6182620660463238
252,La La Land,447407695,151101803,296305892,2016.csv,2016,0.3377273227274287,0.6622726772725712
253,The Bourne Ultimatum,444100035,227471070,216628965,2007.csv,2007,0.5122068274549899,0.48779317254501003
254,Alvin and the Chipmunks: The Squeakquel,443140005,219614612,223525393,2009.csv,2009,0.4955874205038202,0.5044125794961798
255,Les Misérables,442299309,148809770,293489539,2012.csv,2012,0.3364458568484899,0.6635541431515101
256,Men in Black II,441818803,190418803,251400000,2002.csv,2002,0.43098845433248795,0.569011545667512
257,Terminator Genisys,440603537,89760956,350842581,2015.csv,2015,0.20372273134974855,0.7962772686502514
258,Warcraft,439048914,47365290,391683624,2016.csv,2016,0.10788157877097038,0.8921184212290296
259,A Star Is Born,436188866,215288866,220900000,2018.csv,2018,0.4935679995096436,0.5064320004903564
260,The Greatest Showman,434993183,174340174,260653009,2017.csv,2017,0.4007882900546513,0.5992117099453488
261,Terminator 3: Rise of the Machines,433371112,150371112,283000000,2003.csv,2003,0.34698000821060726,0.6530199917893927
262,The Mummy Returns,433013274,202019785,230993489,2001.csv,2001,0.46654409259518453,0.5334559074048155
263,Pokémon: Detective Pikachu,433005346,144105346,288900000,2019.csv,2019,0.3328026947731957,0.6671973052268043
264,Shang-Chi and the Legend of the Ten Rings,432243292,224543292,207700000,2021.csv,2021,0.5194835782437082,0.48051642175629183
